split,case_id,z,has_tumor,image_path,mask_path,original_image_path,original_mask_path
train,lung_033,141,1,../preprocessed_npy/train/lung_033/images/z0141.npy,../preprocessed_npy/train/lung_033/masks/z0141.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,142,1,../preprocessed_npy/train/lung_033/images/z0142.npy,../preprocessed_npy/train/lung_033/masks/z0142.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,143,1,../preprocessed_npy/train/lung_033/images/z0143.npy,../preprocessed_npy/train/lung_033/masks/z0143.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,144,1,../preprocessed_npy/train/lung_033/images/z0144.npy,../preprocessed_npy/train/lung_033/masks/z0144.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,145,1,../preprocessed_npy/train/lung_033/images/z0145.npy,../preprocessed_npy/train/lung_033/masks/z0145.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,146,1,../preprocessed_npy/train/lung_033/images/z0146.npy,../preprocessed_npy/train/lung_033/masks/z0146.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,147,1,../preprocessed_npy/train/lung_033/images/z0147.npy,../preprocessed_npy/train/lung_033/masks/z0147.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,148,1,../preprocessed_npy/train/lung_033/images/z0148.npy,../preprocessed_npy/train/lung_033/masks/z0148.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,149,1,../preprocessed_npy/train/lung_033/images/z0149.npy,../preprocessed_npy/train/lung_033/masks/z0149.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,150,1,../preprocessed_npy/train/lung_033/images/z0150.npy,../preprocessed_npy/train/lung_033/masks/z0150.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,151,1,../preprocessed_npy/train/lung_033/images/z0151.npy,../preprocessed_npy/train/lung_033/masks/z0151.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,152,1,../preprocessed_npy/train/lung_033/images/z0152.npy,../preprocessed_npy/train/lung_033/masks/z0152.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,153,1,../preprocessed_npy/train/lung_033/images/z0153.npy,../preprocessed_npy/train/lung_033/masks/z0153.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,154,1,../preprocessed_npy/train/lung_033/images/z0154.npy,../preprocessed_npy/train/lung_033/masks/z0154.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,155,1,../preprocessed_npy/train/lung_033/images/z0155.npy,../preprocessed_npy/train/lung_033/masks/z0155.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,156,1,../preprocessed_npy/train/lung_033/images/z0156.npy,../preprocessed_npy/train/lung_033/masks/z0156.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,157,1,../preprocessed_npy/train/lung_033/images/z0157.npy,../preprocessed_npy/train/lung_033/masks/z0157.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,158,1,../preprocessed_npy/train/lung_033/images/z0158.npy,../preprocessed_npy/train/lung_033/masks/z0158.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,159,1,../preprocessed_npy/train/lung_033/images/z0159.npy,../preprocessed_npy/train/lung_033/masks/z0159.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,160,1,../preprocessed_npy/train/lung_033/images/z0160.npy,../preprocessed_npy/train/lung_033/masks/z0160.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,161,1,../preprocessed_npy/train/lung_033/images/z0161.npy,../preprocessed_npy/train/lung_033/masks/z0161.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,162,1,../preprocessed_npy/train/lung_033/images/z0162.npy,../preprocessed_npy/train/lung_033/masks/z0162.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,163,1,../preprocessed_npy/train/lung_033/images/z0163.npy,../preprocessed_npy/train/lung_033/masks/z0163.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,164,1,../preprocessed_npy/train/lung_033/images/z0164.npy,../preprocessed_npy/train/lung_033/masks/z0164.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,165,1,../preprocessed_npy/train/lung_033/images/z0165.npy,../preprocessed_npy/train/lung_033/masks/z0165.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,166,1,../preprocessed_npy/train/lung_033/images/z0166.npy,../preprocessed_npy/train/lung_033/masks/z0166.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,167,1,../preprocessed_npy/train/lung_033/images/z0167.npy,../preprocessed_npy/train/lung_033/masks/z0167.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,168,1,../preprocessed_npy/train/lung_033/images/z0168.npy,../preprocessed_npy/train/lung_033/masks/z0168.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,169,1,../preprocessed_npy/train/lung_033/images/z0169.npy,../preprocessed_npy/train/lung_033/masks/z0169.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,170,1,../preprocessed_npy/train/lung_033/images/z0170.npy,../preprocessed_npy/train/lung_033/masks/z0170.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,171,1,../preprocessed_npy/train/lung_033/images/z0171.npy,../preprocessed_npy/train/lung_033/masks/z0171.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,172,1,../preprocessed_npy/train/lung_033/images/z0172.npy,../preprocessed_npy/train/lung_033/masks/z0172.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,173,1,../preprocessed_npy/train/lung_033/images/z0173.npy,../preprocessed_npy/train/lung_033/masks/z0173.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,174,1,../preprocessed_npy/train/lung_033/images/z0174.npy,../preprocessed_npy/train/lung_033/masks/z0174.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,175,1,../preprocessed_npy/train/lung_033/images/z0175.npy,../preprocessed_npy/train/lung_033/masks/z0175.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,176,1,../preprocessed_npy/train/lung_033/images/z0176.npy,../preprocessed_npy/train/lung_033/masks/z0176.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,177,1,../preprocessed_npy/train/lung_033/images/z0177.npy,../preprocessed_npy/train/lung_033/masks/z0177.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,178,1,../preprocessed_npy/train/lung_033/images/z0178.npy,../preprocessed_npy/train/lung_033/masks/z0178.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,179,1,../preprocessed_npy/train/lung_033/images/z0179.npy,../preprocessed_npy/train/lung_033/masks/z0179.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,180,1,../preprocessed_npy/train/lung_033/images/z0180.npy,../preprocessed_npy/train/lung_033/masks/z0180.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,181,0,../preprocessed_npy/train/lung_033/images/z0181.npy,../preprocessed_npy/train/lung_033/masks/z0181.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,186,0,../preprocessed_npy/train/lung_033/images/z0186.npy,../preprocessed_npy/train/lung_033/masks/z0186.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,187,0,../preprocessed_npy/train/lung_033/images/z0187.npy,../preprocessed_npy/train/lung_033/masks/z0187.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,188,0,../preprocessed_npy/train/lung_033/images/z0188.npy,../preprocessed_npy/train/lung_033/masks/z0188.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,189,0,../preprocessed_npy/train/lung_033/images/z0189.npy,../preprocessed_npy/train/lung_033/masks/z0189.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,190,0,../preprocessed_npy/train/lung_033/images/z0190.npy,../preprocessed_npy/train/lung_033/masks/z0190.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,199,0,../preprocessed_npy/train/lung_033/images/z0199.npy,../preprocessed_npy/train/lung_033/masks/z0199.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,216,0,../preprocessed_npy/train/lung_033/images/z0216.npy,../preprocessed_npy/train/lung_033/masks/z0216.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,221,0,../preprocessed_npy/train/lung_033/images/z0221.npy,../preprocessed_npy/train/lung_033/masks/z0221.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,232,0,../preprocessed_npy/train/lung_033/images/z0232.npy,../preprocessed_npy/train/lung_033/masks/z0232.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,238,0,../preprocessed_npy/train/lung_033/images/z0238.npy,../preprocessed_npy/train/lung_033/masks/z0238.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,240,0,../preprocessed_npy/train/lung_033/images/z0240.npy,../preprocessed_npy/train/lung_033/masks/z0240.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,241,0,../preprocessed_npy/train/lung_033/images/z0241.npy,../preprocessed_npy/train/lung_033/masks/z0241.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,243,0,../preprocessed_npy/train/lung_033/images/z0243.npy,../preprocessed_npy/train/lung_033/masks/z0243.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,246,0,../preprocessed_npy/train/lung_033/images/z0246.npy,../preprocessed_npy/train/lung_033/masks/z0246.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_033,247,0,../preprocessed_npy/train/lung_033/images/z0247.npy,../preprocessed_npy/train/lung_033/masks/z0247.npy,../imagesTr/lung_033.nii.gz,../labelsTr/lung_033.nii.gz
train,lung_055,8,0,../preprocessed_npy/train/lung_055/images/z0008.npy,../preprocessed_npy/train/lung_055/masks/z0008.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,15,0,../preprocessed_npy/train/lung_055/images/z0015.npy,../preprocessed_npy/train/lung_055/masks/z0015.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,20,0,../preprocessed_npy/train/lung_055/images/z0020.npy,../preprocessed_npy/train/lung_055/masks/z0020.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,32,0,../preprocessed_npy/train/lung_055/images/z0032.npy,../preprocessed_npy/train/lung_055/masks/z0032.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,38,0,../preprocessed_npy/train/lung_055/images/z0038.npy,../preprocessed_npy/train/lung_055/masks/z0038.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,43,0,../preprocessed_npy/train/lung_055/images/z0043.npy,../preprocessed_npy/train/lung_055/masks/z0043.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,45,0,../preprocessed_npy/train/lung_055/images/z0045.npy,../preprocessed_npy/train/lung_055/masks/z0045.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,62,0,../preprocessed_npy/train/lung_055/images/z0062.npy,../preprocessed_npy/train/lung_055/masks/z0062.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,64,0,../preprocessed_npy/train/lung_055/images/z0064.npy,../preprocessed_npy/train/lung_055/masks/z0064.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,65,0,../preprocessed_npy/train/lung_055/images/z0065.npy,../preprocessed_npy/train/lung_055/masks/z0065.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,66,0,../preprocessed_npy/train/lung_055/images/z0066.npy,../preprocessed_npy/train/lung_055/masks/z0066.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,68,0,../preprocessed_npy/train/lung_055/images/z0068.npy,../preprocessed_npy/train/lung_055/masks/z0068.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,84,0,../preprocessed_npy/train/lung_055/images/z0084.npy,../preprocessed_npy/train/lung_055/masks/z0084.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,96,0,../preprocessed_npy/train/lung_055/images/z0096.npy,../preprocessed_npy/train/lung_055/masks/z0096.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,106,0,../preprocessed_npy/train/lung_055/images/z0106.npy,../preprocessed_npy/train/lung_055/masks/z0106.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,107,0,../preprocessed_npy/train/lung_055/images/z0107.npy,../preprocessed_npy/train/lung_055/masks/z0107.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,109,0,../preprocessed_npy/train/lung_055/images/z0109.npy,../preprocessed_npy/train/lung_055/masks/z0109.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,114,0,../preprocessed_npy/train/lung_055/images/z0114.npy,../preprocessed_npy/train/lung_055/masks/z0114.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,115,0,../preprocessed_npy/train/lung_055/images/z0115.npy,../preprocessed_npy/train/lung_055/masks/z0115.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,117,0,../preprocessed_npy/train/lung_055/images/z0117.npy,../preprocessed_npy/train/lung_055/masks/z0117.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,138,0,../preprocessed_npy/train/lung_055/images/z0138.npy,../preprocessed_npy/train/lung_055/masks/z0138.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,144,1,../preprocessed_npy/train/lung_055/images/z0144.npy,../preprocessed_npy/train/lung_055/masks/z0144.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,145,1,../preprocessed_npy/train/lung_055/images/z0145.npy,../preprocessed_npy/train/lung_055/masks/z0145.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,146,1,../preprocessed_npy/train/lung_055/images/z0146.npy,../preprocessed_npy/train/lung_055/masks/z0146.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,147,1,../preprocessed_npy/train/lung_055/images/z0147.npy,../preprocessed_npy/train/lung_055/masks/z0147.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,148,1,../preprocessed_npy/train/lung_055/images/z0148.npy,../preprocessed_npy/train/lung_055/masks/z0148.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,149,1,../preprocessed_npy/train/lung_055/images/z0149.npy,../preprocessed_npy/train/lung_055/masks/z0149.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,150,1,../preprocessed_npy/train/lung_055/images/z0150.npy,../preprocessed_npy/train/lung_055/masks/z0150.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,151,1,../preprocessed_npy/train/lung_055/images/z0151.npy,../preprocessed_npy/train/lung_055/masks/z0151.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,152,1,../preprocessed_npy/train/lung_055/images/z0152.npy,../preprocessed_npy/train/lung_055/masks/z0152.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,153,1,../preprocessed_npy/train/lung_055/images/z0153.npy,../preprocessed_npy/train/lung_055/masks/z0153.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,154,1,../preprocessed_npy/train/lung_055/images/z0154.npy,../preprocessed_npy/train/lung_055/masks/z0154.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,155,1,../preprocessed_npy/train/lung_055/images/z0155.npy,../preprocessed_npy/train/lung_055/masks/z0155.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,156,1,../preprocessed_npy/train/lung_055/images/z0156.npy,../preprocessed_npy/train/lung_055/masks/z0156.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,157,1,../preprocessed_npy/train/lung_055/images/z0157.npy,../preprocessed_npy/train/lung_055/masks/z0157.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,158,1,../preprocessed_npy/train/lung_055/images/z0158.npy,../preprocessed_npy/train/lung_055/masks/z0158.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,159,1,../preprocessed_npy/train/lung_055/images/z0159.npy,../preprocessed_npy/train/lung_055/masks/z0159.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,160,1,../preprocessed_npy/train/lung_055/images/z0160.npy,../preprocessed_npy/train/lung_055/masks/z0160.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,161,1,../preprocessed_npy/train/lung_055/images/z0161.npy,../preprocessed_npy/train/lung_055/masks/z0161.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,162,1,../preprocessed_npy/train/lung_055/images/z0162.npy,../preprocessed_npy/train/lung_055/masks/z0162.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,163,1,../preprocessed_npy/train/lung_055/images/z0163.npy,../preprocessed_npy/train/lung_055/masks/z0163.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,164,1,../preprocessed_npy/train/lung_055/images/z0164.npy,../preprocessed_npy/train/lung_055/masks/z0164.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,165,1,../preprocessed_npy/train/lung_055/images/z0165.npy,../preprocessed_npy/train/lung_055/masks/z0165.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,166,1,../preprocessed_npy/train/lung_055/images/z0166.npy,../preprocessed_npy/train/lung_055/masks/z0166.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,167,1,../preprocessed_npy/train/lung_055/images/z0167.npy,../preprocessed_npy/train/lung_055/masks/z0167.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,168,1,../preprocessed_npy/train/lung_055/images/z0168.npy,../preprocessed_npy/train/lung_055/masks/z0168.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,169,1,../preprocessed_npy/train/lung_055/images/z0169.npy,../preprocessed_npy/train/lung_055/masks/z0169.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,170,1,../preprocessed_npy/train/lung_055/images/z0170.npy,../preprocessed_npy/train/lung_055/masks/z0170.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,171,1,../preprocessed_npy/train/lung_055/images/z0171.npy,../preprocessed_npy/train/lung_055/masks/z0171.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,172,1,../preprocessed_npy/train/lung_055/images/z0172.npy,../preprocessed_npy/train/lung_055/masks/z0172.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,178,0,../preprocessed_npy/train/lung_055/images/z0178.npy,../preprocessed_npy/train/lung_055/masks/z0178.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,180,0,../preprocessed_npy/train/lung_055/images/z0180.npy,../preprocessed_npy/train/lung_055/masks/z0180.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,207,0,../preprocessed_npy/train/lung_055/images/z0207.npy,../preprocessed_npy/train/lung_055/masks/z0207.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,212,0,../preprocessed_npy/train/lung_055/images/z0212.npy,../preprocessed_npy/train/lung_055/masks/z0212.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,223,0,../preprocessed_npy/train/lung_055/images/z0223.npy,../preprocessed_npy/train/lung_055/masks/z0223.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,224,0,../preprocessed_npy/train/lung_055/images/z0224.npy,../preprocessed_npy/train/lung_055/masks/z0224.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,231,0,../preprocessed_npy/train/lung_055/images/z0231.npy,../preprocessed_npy/train/lung_055/masks/z0231.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_055,233,0,../preprocessed_npy/train/lung_055/images/z0233.npy,../preprocessed_npy/train/lung_055/masks/z0233.npy,../imagesTr/lung_055.nii.gz,../labelsTr/lung_055.nii.gz
train,lung_074,0,0,../preprocessed_npy/train/lung_074/images/z0000.npy,../preprocessed_npy/train/lung_074/masks/z0000.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,2,0,../preprocessed_npy/train/lung_074/images/z0002.npy,../preprocessed_npy/train/lung_074/masks/z0002.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,9,0,../preprocessed_npy/train/lung_074/images/z0009.npy,../preprocessed_npy/train/lung_074/masks/z0009.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,15,0,../preprocessed_npy/train/lung_074/images/z0015.npy,../preprocessed_npy/train/lung_074/masks/z0015.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,16,0,../preprocessed_npy/train/lung_074/images/z0016.npy,../preprocessed_npy/train/lung_074/masks/z0016.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,18,0,../preprocessed_npy/train/lung_074/images/z0018.npy,../preprocessed_npy/train/lung_074/masks/z0018.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,19,0,../preprocessed_npy/train/lung_074/images/z0019.npy,../preprocessed_npy/train/lung_074/masks/z0019.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,22,0,../preprocessed_npy/train/lung_074/images/z0022.npy,../preprocessed_npy/train/lung_074/masks/z0022.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,25,0,../preprocessed_npy/train/lung_074/images/z0025.npy,../preprocessed_npy/train/lung_074/masks/z0025.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,30,0,../preprocessed_npy/train/lung_074/images/z0030.npy,../preprocessed_npy/train/lung_074/masks/z0030.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,33,0,../preprocessed_npy/train/lung_074/images/z0033.npy,../preprocessed_npy/train/lung_074/masks/z0033.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,39,0,../preprocessed_npy/train/lung_074/images/z0039.npy,../preprocessed_npy/train/lung_074/masks/z0039.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,50,0,../preprocessed_npy/train/lung_074/images/z0050.npy,../preprocessed_npy/train/lung_074/masks/z0050.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,55,0,../preprocessed_npy/train/lung_074/images/z0055.npy,../preprocessed_npy/train/lung_074/masks/z0055.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,63,0,../preprocessed_npy/train/lung_074/images/z0063.npy,../preprocessed_npy/train/lung_074/masks/z0063.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,70,0,../preprocessed_npy/train/lung_074/images/z0070.npy,../preprocessed_npy/train/lung_074/masks/z0070.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,98,0,../preprocessed_npy/train/lung_074/images/z0098.npy,../preprocessed_npy/train/lung_074/masks/z0098.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,101,0,../preprocessed_npy/train/lung_074/images/z0101.npy,../preprocessed_npy/train/lung_074/masks/z0101.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,104,0,../preprocessed_npy/train/lung_074/images/z0104.npy,../preprocessed_npy/train/lung_074/masks/z0104.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,112,0,../preprocessed_npy/train/lung_074/images/z0112.npy,../preprocessed_npy/train/lung_074/masks/z0112.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,114,0,../preprocessed_npy/train/lung_074/images/z0114.npy,../preprocessed_npy/train/lung_074/masks/z0114.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,122,0,../preprocessed_npy/train/lung_074/images/z0122.npy,../preprocessed_npy/train/lung_074/masks/z0122.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,123,0,../preprocessed_npy/train/lung_074/images/z0123.npy,../preprocessed_npy/train/lung_074/masks/z0123.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,124,0,../preprocessed_npy/train/lung_074/images/z0124.npy,../preprocessed_npy/train/lung_074/masks/z0124.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
train,lung_074,125,0,../preprocessed_npy/train/lung_074/images/z0125.npy,../preprocessed_npy/train/lung_074/masks/z0125.npy,../imagesTr/lung_074.nii.gz,../labelsTr/lung_074.nii.gz
